start_time,end_time,duration,label,rms_energy,event_label,scanner_block
196.4,196.496,0.09600000000000364,3,0.0,inactive,1
196.496,196.73600000000002,0.2400000000000091,1,0.0,pre,1
196.73600000000002,196.912,0.17599999999998772,3,0.0,scan,1
196.912,197.136,0.22399999999998954,1,0.0,post,1
197.136,197.328,0.19200000000000728,2,0.0,inactive,1
197.328,197.392,0.06399999999999295,1,0.0,pre,1
197.392,197.424,0.03200000000001069,2,0.0,scan,1
197.424,197.536,0.11199999999999477,0,0.0,post,1
197.536,197.744,0.2079999999999984,3,0.0,inactive,1
197.744,197.936,0.19200000000000728,1,0.0,pre,1
197.936,198.24,0.30400000000000205,2,0.0,scan,1
198.24,198.336,0.09600000000000364,0,0.0,post,1
198.336,198.52800000000002,0.19200000000000728,3,0.0,inactive,1
198.52800000000002,198.73600000000002,0.2079999999999984,1,0.0,pre,1
198.73600000000002,199.024,0.2879999999999825,2,0.0,scan,1
199.024,199.15200000000002,0.12800000000001432,0,0.0,post,1
199.15200000000002,199.344,0.19199999999997885,3,0.0,inactive,1
199.344,199.536,0.19200000000000728,1,0.0,pre,1
199.536,199.84,0.30400000000000205,2,0.0,scan,1
199.84,199.952,0.11199999999999477,0,0.0,post,1
199.952,200.12800000000001,0.17600000000001614,3,0.0,inactive,1
200.12800000000001,200.32,0.19199999999997885,1,0.0,pre,1
200.32,200.64000000000001,0.3200000000000216,2,0.0,scan,1
200.64000000000001,200.752,0.11199999999999477,0,0.0,post,1
200.752,200.928,0.17599999999998772,3,0.0,inactive,1
200.928,201.136,0.2079999999999984,1,0.0,pre,1
201.136,201.40800000000002,0.2720000000000198,2,0.0,scan,1
201.40800000000002,201.552,0.14399999999997704,0,0.0,post,1
201.552,201.744,0.19200000000000728,3,0.0,inactive,1
201.744,201.92000000000002,0.17600000000001614,1,0.0,pre,1
201.92000000000002,202.22400000000002,0.30400000000000205,2,0.0,scan,1
202.22400000000002,202.352,0.1279999999999859,0,0.0,post,1
202.352,202.544,0.19200000000000728,3,0.0,inactive,1
202.544,202.73600000000002,0.19200000000000728,1,0.0,pre,1
202.73600000000002,203.04,0.3039999999999736,2,0.0,scan,1
203.04,203.168,0.12800000000001432,0,0.0,post,1
203.168,203.344,0.17599999999998772,3,0.0,inactive,1
203.344,203.536,0.19200000000000728,1,0.0,pre,1
203.536,203.84,0.30400000000000205,2,0.0,scan,1
203.84,203.936,0.09600000000000364,0,0.0,post,1
203.936,204.12800000000001,0.19200000000000728,3,0.0,inactive,1
204.12800000000001,204.32,0.19199999999997885,1,0.0,pre,1
204.32,204.64000000000001,0.3200000000000216,2,0.0,scan,1
204.64000000000001,204.752,0.11199999999999477,0,0.0,post,1
204.752,204.94400000000002,0.19200000000000728,3,0.0,inactive,1
204.94400000000002,205.136,0.19199999999997885,1,0.0,pre,1
205.136,205.424,0.2880000000000109,2,0.0,scan,1
205.424,205.552,0.1279999999999859,0,0.0,post,1
205.552,205.728,0.17600000000001614,3,0.0,inactive,1
205.728,205.936,0.2079999999999984,1,0.0,pre,1
205.936,206.22400000000002,0.2880000000000109,2,0.0,scan,1
206.22400000000002,206.352,0.1279999999999859,0,0.0,post,1
206.352,206.52800000000002,0.17600000000001614,3,0.0,inactive,1
206.52800000000002,206.72,0.19199999999997885,1,0.0,pre,1
206.72,207.008,0.2880000000000109,2,0.0,scan,1
207.008,207.168,0.1599999999999966,0,0.0,post,1
207.168,207.344,0.17599999999998772,3,0.0,inactive,1
207.344,207.52,0.17600000000001614,1,0.0,pre,1
207.52,207.84,0.3199999999999932,2,0.0,scan,1
207.84,207.952,0.11199999999999477,0,0.0,post,1
207.952,208.12800000000001,0.17600000000001614,3,0.0,inactive,1
208.12800000000001,208.336,0.2079999999999984,1,0.0,pre,1
208.336,208.64000000000001,0.30400000000000205,2,0.0,scan,1
208.64000000000001,208.73600000000002,0.09600000000000364,0,0.0,post,1
208.73600000000002,208.928,0.19199999999997885,3,0.0,inactive,1
208.928,209.136,0.2079999999999984,1,0.0,pre,1
209.136,209.40800000000002,0.2720000000000198,2,0.0,scan,1
209.40800000000002,209.552,0.14399999999997704,0,0.0,post,1
209.552,209.728,0.17600000000001614,3,0.0,inactive,1
209.728,209.92000000000002,0.19200000000000728,1,0.0,pre,1
209.92000000000002,210.24,0.3199999999999932,2,0.0,scan,1
